provenance,lane,path,status,shape,label_offset,reason
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/presentation.json,DISCLOSED,RECORDS,52,carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/executive_summary.json,DISCLOSED,RECORDS,50,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 50
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 3 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/presentation.json,DISCLOSED,RECORDS,52,carries 4 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/recommendations.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 8 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/README.md,DISCLOSED,DOCUMENTATION,415,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/fixtures/boundary_citation_split.json,DISCLOSED,OTHER,46,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/fixtures/boundary_orphan_heading.json,DISCLOSED,OTHER,48,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/fixtures/report_document.json,DISCLOSED,RECORDS,70,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 70
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_citation_split_fixed.json,DISCLOSED,OTHER,23,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_citation_split_fixed.md,DISCLOSED,OTHER,42,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_citation_split_naive.json,DISCLOSED,OTHER,23,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_citation_split_naive.md,DISCLOSED,OTHER,42,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_orphan_heading_fixed.json,DISCLOSED,OTHER,23,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_orphan_heading_fixed.md,DISCLOSED,OTHER,42,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_orphan_heading_naive.json,DISCLOSED,OTHER,23,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_boundary_orphan_heading_naive.md,DISCLOSED,OTHER,42,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_report_document_fixed.json,DISCLOSED,OTHER,23,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_report_document_fixed.md,DISCLOSED,OTHER,42,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_report_document_naive.json,DISCLOSED,OTHER,23,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_print_pagination,uiowa_rfq_18649_print_pagination/sample/inspection_report_document_naive.md,DISCLOSED,OTHER,42,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/DATA_DICTIONARY.md,DISCLOSED,PROSE_RESULT,880,prose that states assessment results about the engagement's subjects; disclosure at byte 880
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/README.md,DISCLOSED,DOCUMENTATION,759,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/VALIDATION.md,DISCLOSED,CONFIGURATION,109,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/recommendations.synthetic.csv,DISCLOSED,RECORDS,118,carries 0 record identifier(s) and 7 populated row(s) with assessment vocabulary; disclosure at byte 118
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/weights.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-full.json,DISCLOSED,RECORDS,464,carries 836 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 464
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-ranked.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 17 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-worksheet.md,DISCLOSED,RECORDS,43,carries 103 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 43
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/fixtures/synthetic-recommendations.json,DISCLOSED,RECORDS,79,carries 18 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 79
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/fixtures/weight-scenarios.json,UNLABELED_CONFIG_SHAPED,CONFIGURATION,,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_qa_refusal_contract,uiowa_rfq_18649_qa_refusal_contract/README.md,DISCLOSED,DOCUMENTATION,383,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_qa_refusal_contract,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet.json,DISCLOSED,PROSE_RESULT,14,prose that states assessment results about the engagement's subjects; disclosure at byte 14
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_qa_refusal_contract,uiowa_rfq_18649_qa_refusal_contract/fixtures/packet_defective.json,DISCLOSED,PROSE_RESULT,14,prose that states assessment results about the engagement's subjects; disclosure at byte 14
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/README.md,DISCLOSED,DOCUMENTATION,473,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/data/interview_register.json,DISCLOSED,OTHER,23,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/data/observations.json,DISCLOSED,RECORDS,23,carries 26 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 23
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/data/observations_hostile.json,DISCLOSED,RECORDS,23,carries 29 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 23
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/data/sources.json,DISCLOSED,RECORDS,23,carries 14 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 23
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/data/templates.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.csv,DISCLOSED,RECORDS,1249,carries 28 record identifier(s) and 10 populated row(s) with assessment vocabulary; disclosure at byte 1249
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.json,LABEL_BURIED,RECORDS,1817,"carries 28 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure appears at byte 1817, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/question_cards.md,DISCLOSED,RECORDS,125,carries 28 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 125
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_rating_model,uiowa_rfq_18649_rating_model/22-rating-model.md,DISCLOSED,CONFIGURATION,1974,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_rating_model,uiowa_rfq_18649_rating_model/22-worked-decision-table.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 3 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_rating_model,uiowa_rfq_18649_rating_model/rating_input.schema.json,UNLABELED_CONFIG_SHAPED,CONFIGURATION,,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_rating_model,uiowa_rfq_18649_rating_model/synthetic_case_critical_gap.json,DISCLOSED,PROSE_RESULT,29,prose that states assessment results about the engagement's subjects; disclosure at byte 29
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_rating_model,uiowa_rfq_18649_rating_model/synthetic_case_low_coverage.json,DISCLOSED,PROSE_RESULT,29,prose that states assessment results about the engagement's subjects; disclosure at byte 29
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_rating_model,uiowa_rfq_18649_rating_model/synthetic_case_mixed_services.json,DISCLOSED,PROSE_RESULT,29,prose that states assessment results about the engagement's subjects; disclosure at byte 29
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/README.md,DISCLOSED,DOCUMENTATION,2156,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/data/example-readout-deck.json,DISCLOSED,RECORDS,155,carries 18 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 155
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/data/example-report.json,DISCLOSED,RECORDS,136,carries 31 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 136
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/examples/deck-report-agreement.md,UNDISCLOSED_PROVENANCE,PROSE_RESULT,,prose that states assessment results about the engagement's subjects; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/examples/readout-deck-ascii.txt,DISCLOSED,RECORDS,120,carries 21 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 120
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/examples/readout-deck.md,DISCLOSED,RECORDS,41,carries 21 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 41
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/examples/readout-planning-table.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 31 record identifier(s) and 32 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/templates/readout-deck-template.json,LABEL_BURIED,RECORDS,1512,"carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure appears at byte 1512, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/README-OP5-IRONWOOD-second-implementation.md,DISCLOSED,CONFIGURATION,2991,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/README.md,DISCLOSED,DOCUMENTATION,141,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/examples/recovery-evidence-matrix.csv,DISCLOSED,RECORDS,240,carries 0 record identifier(s) and 3 populated row(s) with assessment vocabulary; disclosure at byte 240
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/examples/worked-restoration-scenario.md,DISCLOSED,PROSE_RESULT,21,prose that states assessment results about the engagement's subjects; disclosure at byte 21
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/fixtures/synthetic_estate.json,DISCLOSED,OTHER,23,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/fixtures/synthetic_recovery_records.json,DISCLOSED,RECORDS,32,carries 5 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 32
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/out/recovery_evidence.json,DISCLOSED,OTHER,48,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/out/recovery_evidence_matrix.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/out/recovery_evidence_report.md,DISCLOSED,OTHER,42,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_provenance,uiowa_rfq_18649_release_provenance/README.md,DISCLOSED,DOCUMENTATION,10,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_provenance,uiowa_rfq_18649_release_provenance/demo-artifact.txt,DISCLOSED,OTHER,0,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_provenance,uiowa_rfq_18649_release_provenance/fixtures.json,DISCLOSED,PROSE_RESULT,201,prose that states assessment results about the engagement's subjects; disclosure at byte 201
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_provenance,uiowa_rfq_18649_release_provenance/interview-worksheet.md,DISCLOSED,OTHER,10,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_provenance,uiowa_rfq_18649_release_provenance/packet.schema.json,DISCLOSED,CONFIGURATION,1978,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_provenance,uiowa_rfq_18649_release_provenance/synthetic-records.md,DISCLOSED,PROSE_RESULT,2,prose that states assessment results about the engagement's subjects; disclosure at byte 2
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/README.md,DISCLOSED,DOCUMENTATION,198,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/case.json,DISCLOSED,RECORDS,93,carries 48 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 93
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/fixtures/clean.json,DISCLOSED,RECORDS,84,carries 38 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 84
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/fixtures/environment-difference.json,DISCLOSED,RECORDS,101,carries 38 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 101
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/fixtures/id-collision.json,DISCLOSED,RECORDS,91,carries 38 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 91
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/fixtures/ordering-inversion.json,DISCLOSED,RECORDS,97,carries 38 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 97
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/fixtures/timeline-disagreement.json,DISCLOSED,RECORDS,100,carries 38 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 100
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/fixtures/unknown-timestamp.json,DISCLOSED,RECORDS,96,carries 38 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 96
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/fixtures/unresolved-source-id.json,DISCLOSED,RECORDS,99,carries 38 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 99
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/fixtures/unsupported-recovery-claim.json,DISCLOSED,RECORDS,105,carries 37 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 105
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/out/agreement_matrix.csv,DISCLOSED,RECORDS,158,carries 1 record identifier(s) and 18 populated row(s) with assessment vocabulary; disclosure at byte 158
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/out/case_report.json,DISCLOSED,RECORDS,98,carries 3 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 98
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/out/case_report.md,DISCLOSED,PROSE_RESULT,67,prose that states assessment results about the engagement's subjects; disclosure at byte 67
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/out/projected_environment_view.json,DISCLOSED,RECORDS,145,carries 2 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 145
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/out/projected_provenance_packet.json,DISCLOSED,RECORDS,241,carries 22 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 241
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_release_recovery_case,uiowa_rfq_18649_release_recovery_case/out/projected_recovery_records.json,DISCLOSED,RECORDS,944,carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 944
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/README.md,DISCLOSED,DOCUMENTATION,93,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/content_map.json,DISCLOSED,CONFIGURATION,94,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/input_schemas.json,DISCLOSED,CONFIGURATION,182,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/examples/content_map.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 27 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/examples/report_sample.md,DISCLOSED,RECORDS,52,carries 79 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/examples/report_template.md,DISCLOSED,CONFIGURATION,276,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_evidence_register.csv,DISCLOSED,RECORDS,372,carries 46 record identifier(s) and 16 populated row(s) with assessment vocabulary; disclosure at byte 372
