sample_id,coa_id,coa_revision,jurisdiction,license_id,matrix,collection_events,rule_pack_version,rule_pack_expires_at,requested_analyte_panel,method_version,loq,reporting_limit,accreditation_scope,signer_name,signer_scope
SC-AZ-S011,SC-AZ-COA-011,1,AZ,SC-AZ-LIC-04,FLOWER,"[{""at"":""2026-08-12T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-12T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-12T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S012,SC-AZ-COA-012,1,AZ,SC-AZ-LIC-01,FLOWER,"[{""at"":""2026-08-13T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-13T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-13T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S013,SC-AZ-COA-013,1,AZ,SC-AZ-LIC-02,FLOWER,"[{""at"":""2026-08-14T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-14T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-14T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S014,SC-AZ-COA-014,1,AZ,SC-AZ-LIC-03,FLOWER,"[{""at"":""2026-08-15T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-15T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-15T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S015,SC-AZ-COA-015,1,AZ,SC-AZ-LIC-04,FLOWER,"[{""at"":""2026-08-16T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-16T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-16T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S016,SC-AZ-COA-016,1,AZ,SC-AZ-LIC-01,FLOWER,"[{""at"":""2026-08-17T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-17T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-17T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S017,SC-AZ-COA-017,1,AZ,SC-AZ-LIC-02,FLOWER,"[{""at"":""2026-08-18T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-18T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-18T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S018,SC-AZ-COA-018,1,AZ,SC-AZ-LIC-03,FLOWER,"[{""at"":""2026-08-19T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-19T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-19T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S019,SC-AZ-COA-019,1,AZ,SC-AZ-LIC-04,FLOWER,"[{""at"":""2026-08-20T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-20T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-20T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S020,SC-AZ-COA-020,1,AZ,SC-AZ-LIC-01,FLOWER,"[{""at"":""2026-08-01T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-01T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-01T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S021,SC-AZ-COA-021,1,AZ,SC-AZ-LIC-02,FLOWER,"[{""at"":""2026-08-02T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-02T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-02T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S022,SC-AZ-COA-022,1,AZ,SC-AZ-LIC-03,FLOWER,"[{""at"":""2026-08-03T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-03T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-03T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S023,SC-AZ-COA-023,1,AZ,SC-AZ-LIC-04,FLOWER,"[{""at"":""2026-08-04T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-04T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-04T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S024,SC-AZ-COA-024,1,AZ,SC-AZ-LIC-01,FLOWER,"[{""at"":""2026-08-05T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-05T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-05T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S025,SC-AZ-COA-025,1,AZ,SC-AZ-LIC-02,FLOWER,"[{""at"":""2026-08-06T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-06T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-06T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2025.01,2026-01-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S026,SC-AZ-COA-026,1,AZ,SC-AZ-LIC-03,FLOWER,"[{""at"":""2026-08-07T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-07T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-07T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,OTHER-JURISDICTION-PANEL,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S027,SC-AZ-COA-027,1,AZ,SC-AZ-LIC-04,FLOWER,"[{""at"":""2026-08-08T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-08T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-08T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,2.0,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S028,SC-AZ-COA-028,1,AZ,SC-AZ-LIC-01,FLOWER,"[{""at"":""2026-08-09T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-09T10:00:00Z"",""event"":""TRANSFERRED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S001,SC-AZ-COA-001,1,AZ,SC-AZ-LIC-02,FLOWER,"[{""at"":""2026-08-10T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-10T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-10T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]"
SC-AZ-S030,SC-AZ-COA-030,1,AZ,SC-AZ-LIC-03,FLOWER,"[{""at"":""2026-08-11T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-11T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-11T12:00:00Z"",""event"":""RECEIVED""}]",AZ-RULES-2026.09,2027-09-01T00:00:00Z,AZ-ADULT-USE-COMPLIANCE,AZ-METHOD-1.9,0.5,1.0,"[""AZ:FLOWER:AZ-ADULT-USE-COMPLIANCE:AZ-METHOD-1.9""]",SC Reviewer AZ,"[""OUT-OF-SCOPE""]"
