rule,rule_name,classification,context,file,line,match,clause
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_readout_deck/README.md,190,maturity score,"Nothing here converts an absent input into a zero, a pass, or a maturity score."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_readout_deck/README.md,249,certification,"No certification, compliance, or peer-percentile claim is made or computed."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_readout_deck/README.md,249,maturity score,"No maturity score: the roadmap describes each phase by the evidence it is expected to produce, and the example report says so in roadmap.progressionnote."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_readout_deck/README.md,249,percentile,"No certification, compliance, or peer-percentile claim is made or computed."
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_readout_deck/data/broken-roadmap-report.json,218,maturity level,"It does not assert a maturity level, a score, or a transformation outcome;"
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_readout_deck/data/deck-agreeing-with-broken-roadmap.json,186,maturity level,"do not promise a maturity level."","
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_readout_deck/data/deck-agreeing-with-broken-roadmap.json,382,maturity level,"""Each phase is described by the evidence it produces, not by a maturity level."""
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_readout_deck/data/example-readout-deck.json,103,maturity level,"do not promise a maturity level."","
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_readout_deck/data/example-readout-deck.json,205,maturity level,"""Each phase is described by the evidence it produces, not by a maturity level."""
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_readout_deck/data/example-report.json,217,maturity level,"It does not assert a maturity level, a score, or a transformation outcome;"
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_readout_deck/deck_architecture.py,778,maturity level,"None of them is presented as a zero, a pass, or a maturity level."")"
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_readout_deck/examples/readout-deck.md,115,maturity level,do not promise a maturity level.
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_readout_deck/examples/readout-deck.md,224,maturity level,"- Each phase is described by the evidence it produces, not by a maturity level."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_readout_deck/examples/readout-deck.md,295,maturity level,"None of them is presented as a zero, a pass, or a maturity level."
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_readout_deck/templates/readout-deck-template.json,66,maturity level,"""speakernotes"": [""REPLACE - state each phase by the evidence it produces, not a maturity level""]"
CG-02,MATURITY_LEVEL,AMBIGUOUS,prose,uiowa_rfq_18649_recovery_evidence/README-OP5-IRONWOOD-second-implementation.md,186,maturity score,"pass, or a maturity score."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_recovery_evidence/README-OP5-IRONWOOD-second-implementation.md,190,certification,"- No maturity, certification, compliance or peer-percentile claims. A rung"
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_recovery_evidence/README-OP5-IRONWOOD-second-implementation.md,190,percentile,"- No maturity, certification, compliance or peer-percentile claims. A rung"
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_recovery_evidence/README-OP5-IRONWOOD-second-implementation.md,221,the University of Iowa,"Nothing in this lane describes the University of Iowa, any real estate, or any real incident, and no figure here should be cited as a finding."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_recovery_evidence/fixtures/synthetic_estate.json,2,the University of Iowa,"Nothing here describes the University of Iowa, any real estate, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_recovery_evidence/out/recovery_evidence.json,3,the University of Iowa,"Nothing here describes the University of Iowa, any real estate, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_recovery_evidence/out/recovery_evidence_report.md,3,the University of Iowa,"Nothing here describes the University of Iowa, any real estate, or any real incident."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_recovery_evidence/out/recovery_evidence_report.md,9,maturity rating,"A rung is a statement about evidence on file, not a maturity rating and not a judgement of any team."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_recovery_evidence/out/recovery_evidence_report.md,124,certification,"Nothing in this document is a certification, a compliance determination, or a comparison against any peer institution."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_recovery_evidence/out/recovery_evidence_report.md,124,peer institution,"Nothing in this document is a certification, a compliance determination, or a comparison against any peer institution."
CG-02,MATURITY_LEVEL,AMBIGUOUS,code,uiowa_rfq_18649_recovery_evidence/recovery_evidence.py,50,maturity score,"pass, or a maturity score."
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_recovery_evidence/recovery_evidence.py,1155,certification,"Nothing in this document is a certification, a compliance """
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_recovery_evidence/recovery_evidence.py,1156,peer institution,"""determination, or a comparison against any peer institution."")"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,319,certification,"# maturity score, a certification, or a peer comparison."
CG-02,MATURITY_LEVEL,AMBIGUOUS,test,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,319,maturity score,"# maturity score, a certification, or a peer comparison."
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,319,peer comparison,"# maturity score, a certification, or a peer comparison."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,321,certified,"for banned in (""maturity level"", ""compliant"", ""certified"", ""percentile"","
CG-02,MATURITY_LEVEL,AMBIGUOUS,test,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,321,maturity level,"for banned in (""maturity level"", ""compliant"", ""certified"", ""percentile"","
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,321,percentile,"for banned in (""maturity level"", ""compliant"", ""certified"", ""percentile"","
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,322,peer average,"""peer average"", ""grade of""):"
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_release_provenance/README.md,5,the University of Iowa,none describes the University of Iowa or a live service.
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_release_provenance/README.md,50,maturity score,"there is no average, maturity score, confidence score, or employee ranking."
CG-04,INDIVIDUAL_SCORING,REFUSAL,prose,uiowa_rfq_18649_release_provenance/README.md,50,employee ranking,"there is no average, maturity score, confidence score, or employee ranking."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_release_provenance/interview-worksheet.md,27,maturity rating,Neither an aggregate code nor a count of missing fields is a maturity rating.
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/README.md,6,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/README.md,86,certification,"It is not a release approval, a recovery certification, or a statement that the release was safe."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/README.md,103,maturity score,"There is no average, no maturity score, no confidence score, no percentile and no individual performance rating."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/README.md,103,percentile,"There is no average, no maturity score, no confidence score, no percentile and no individual performance rating."
CG-04,INDIVIDUAL_SCORING,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/README.md,103,individual performance rating,"There is no average, no maturity score, no confidence score, no percentile and no individual performance rating."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/README.md,258,certification,"This kit produces no certification, compliance, procurement or peer-percentile claim, and rates no individual's performance."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/README.md,258,percentile,"This kit produces no certification, compliance, procurement or peer-percentile claim, and rates no individual's performance."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/case.json,247,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/fixtures/clean.json,195,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/fixtures/environment-difference.json,199,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/fixtures/id-collision.json,202,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/fixtures/ordering-inversion.json,195,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/fixtures/timeline-disagreement.json,195,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/fixtures/unknown-timestamp.json,195,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/fixtures/unresolved-source-id.json,195,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/fixtures/unsupported-recovery-claim.json,195,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,AMBIGUOUS,code,uiowa_rfq_18649_release_recovery_case/make_fixtures.py,17,the University of Iowa,describes the University of Iowa or any real release or incident.
CG-05,REAL_UNIVERSITY_FINDING,AMBIGUOUS,code,uiowa_rfq_18649_release_recovery_case/make_fixtures.py,31,the University of Iowa,"""the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_release_recovery_case/out/case_report.json,31,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/out/case_report.md,3,the University of Iowa,"Nothing here describes the University of Iowa, any real service, any real release, or any real incident."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/out/case_report.md,7,certification,"It is not a release approval, a recovery certification, or a statement that the release was safe."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/out/case_report.md,7,maturity score,"No maturity score, confidence score or individual rating is produced."
CG-04,INDIVIDUAL_SCORING,REFUSAL,prose,uiowa_rfq_18649_release_recovery_case/out/case_report.md,7,individual rating,"No maturity score, confidence score or individual rating is produced."
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_release_recovery_case/release_recovery_case.py,48,maturity score,"Missing evidence is never a zero, a pass, or a maturity score."
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_release_recovery_case/release_recovery_case.py,49,percentile,"average, no confidence score, no percentile, no individual performance rating."
CG-04,INDIVIDUAL_SCORING,REFUSAL,code,uiowa_rfq_18649_release_recovery_case/release_recovery_case.py,49,individual performance rating,"average, no confidence score, no percentile, no individual performance rating."
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_release_recovery_case/release_recovery_case.py,57,certification,"Exit 0 is not a release approval, a recovery certification, or a statement that"
CG-01,CERTIFICATION_CLAIM,ASSERTION,code,uiowa_rfq_18649_release_recovery_case/release_recovery_case.py,1268,certification,"""release approval, a recovery certification, or a statement that the release was """
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_release_recovery_case/release_recovery_case.py,1269,maturity score,"No maturity score, confidence score or individual rating is produced."")"
CG-04,INDIVIDUAL_SCORING,REFUSAL,code,uiowa_rfq_18649_release_recovery_case/release_recovery_case.py,1269,individual rating,"No maturity score, confidence score or individual rating is produced."")"
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_release_recovery_case/test_release_recovery_case.py,269,percentile,"for banned in (""maturity"", ""percentile"", ""peerrank"", ""scoreoutof"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_release_recovery_case/test_release_recovery_case.py,270,certified,"""grade"", ""certified"", ""compliant""):"
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_report_structure/README.md,3,the University of Iowa,"No statement here describes the University of Iowa, and no University evidence has been collected."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_report_structure/README.md,18,compliance verdict,"scopeguard.py — scans report prose for the three deliverables this engagement must not turn into: an audit/compliance verdict, an individual performance evaluation, a product procurement recommendation."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_report_structure/README.md,99,certifies,"- auditverdict — non-compliant, audit finding, material weakness, certifies,"
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_report_structure/README.md,151,percentile,"No percentile, ranking or standing is stated anywhere."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_report_structure/README.md,191,certification,"It is not a formal audit and issues no compliance determination, certification or attestation."
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_report_structure/content_map.json,10,certification,"It does not issue an audit opinion, a compliance determination, a certification, or an attestation."","
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_report_structure/content_map.json,43,certification,"""mustnot"": ""Must not present the method as an audit procedure or a certification process."""
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_report_structure/content_map.json,49,maturity score,"""mustnot"": ""Must not average confidence dimensions into a maturity score."""
CG-03,PEER_COMPARISON,REFUSAL,data,uiowa_rfq_18649_report_structure/content_map.json,55,percentile,"""mustnot"": ""Must not rank the University against peers or state a percentile."""
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_report_structure/examples/content_map.csv,7,certification,"adaptationlimit,Must not present the method as an audit procedure or a certification process."
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_report_structure/examples/content_map.csv,8,certification,"representedperiod,Must not present the method as an audit procedure or a certification process."
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_report_structure/examples/content_map.csv,9,maturity score,"scopelimit,Must not average confidence dimensions into a maturity score."
CG-03,PEER_COMPARISON,REFUSAL,data,uiowa_rfq_18649_report_structure/examples/content_map.csv,10,percentile,"accesseddate,Must not rank the University against peers or state a percentile."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_report_structure/examples/report_sample.md,3,the University of Iowa,Nothing here describes the University of Iowa.
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_report_structure/examples/report_sample.md,11,certification,"This assessment is not a formal audit and issues no compliance determination, certification or attestation."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_report_structure/examples/report_sample.md,87,percentile,"No percentile, ranking or standing against peers is stated anywhere in this report."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_report_structure/examples/report_template.md,8,maturity score,"Missing evidence stays UNKNOWN - it never becomes a zero, a pass, or a maturity score."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_report_structure/examples/report_template.md,12,certification,"It is not a formal audit and issues no compliance determination, certification or attestation."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_report_structure/examples/report_template.md,14,certification,"It does not issue an audit opinion, a compliance determination, a certification, or an attestation."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,code,uiowa_rfq_18649_report_structure/report_structure.py,282,the University of Iowa,"Nothing here describes the University of Iowa.\n"""
CG-02,MATURITY_LEVEL,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/report_structure.py,289,maturity score,"""zero, a pass, or a maturity score.\n"""
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/report_structure.py,325,certification,"""determination, certification or attestation."
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_report_structure/report_structure.py,406,compliance determination,"L.append(""This assessment is not a formal audit and issues no compliance determination, """
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/report_structure.py,407,certification,"""certification or attestation."
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_report_structure/report_structure.py,507,percentile,"No percentile, ranking or standing against peers is """
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,84,compliance determination,"""States a compliance determination."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,100,certification,"""Issues a certification or attestation."","
CG-01,CERTIFICATION_CLAIM,ASSERTION,code,uiowa_rfq_18649_report_structure/scope_guard.py,108,compliance determination,"""Asserts a policy violation, which is a compliance determination."","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,194,certification,certification
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,209,certification,"r""certification"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,213,certification,certification
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,215,certification,certification
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,232,certification,"# rating, percentile, certification verdict or individual/team"
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,232,percentile,"# rating, percentile, certification verdict or individual/team"
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_report_structure/scope_guard.py,237,maturity score,"# ""there is no average, maturity score, confidence score, or employee"
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_report_structure/scope_guard.py,263,maturity rating,"# across several lines, so splitting on \n tore ""no scoring, maturity rating,"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,264,certification,"# percentile, certification verdict or individual/team performance rating is"
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_report_structure/scope_guard.py,264,percentile,"# percentile, certification verdict or individual/team performance rating is"
CG-01,CERTIFICATION_CLAIM,ASSERTION,test,uiowa_rfq_18649_report_structure/test_report_structure.py,357,compliant with,"text = (""Finding 3: the RIS group is non-compliant with the access-review standard."
CG-01,CERTIFICATION_CLAIM,ASSERTION,test,uiowa_rfq_18649_report_structure/test_report_structure.py,383,compliant with,"text = (""The group is non-compliant with IT-18."
CG-01,CERTIFICATION_CLAIM,REFUSAL,test,uiowa_rfq_18649_report_structure/test_report_structure.py,391,compliance determination,"text = (""This assessment is not a formal audit and issues no compliance determination, """
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_report_structure/test_report_structure.py,392,certification,"""certification or attestation."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_report_visuals/README.md,256,conformance,- Whether the client needs a specific conformance target (e.g.
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_report_visuals/README.md,257,certification,"obligation) — this package measures against AA thresholds but makes no certification or compliance claim, here or anywhere in its output."
CG-02,MATURITY_LEVEL,REFUSAL,test,uiowa_rfq_18649_report_visuals/test_report_visuals.py,361,maturity level,"for forbidden in (""out of 5"", ""out of 10"", ""score of"", ""maturity level"","
CG-03,PEER_COMPARISON,ASSERTION,test,uiowa_rfq_18649_report_visuals/test_report_visuals.py,362,percentile,"""percentile"", ""/5"", ""/10""):"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_roadmap_coherence/README.md,162,certification,"No maturity score, no rating, no certification or compliance verdict, no peer percentile, no individual performance scoring."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_roadmap_coherence/README.md,162,maturity score,"No maturity score, no rating, no certification or compliance verdict, no peer percentile, no individual performance scoring."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_roadmap_coherence/README.md,162,percentile,"No maturity score, no rating, no certification or compliance verdict, no peer percentile, no individual performance scoring."
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_roadmap_coherence/data/coherent-deck.json,49,maturity level,"""Say what each phase produces as evidence, not a maturity level."""
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_roadmap_dependencies/README.md,193,maturity level,"No scoring, maturity level, or benchmark position."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_run_sweep/README.md,155,maturity rating,"It is not a statement that a component is correct, complete, or fit for the engagement, and it is not a maturity rating of any lane or any seat."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_run_sweep/out/run_sweep_report.md,79,maturity rating,"It is not a statement that the component is correct, complete, or fit for the engagement, and it is not a maturity rating of any lane or any seat."
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_run_sweep/run_sweep.py,486,maturity rating,"""engagement, and it is not a maturity rating of any lane or any """
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_scope_change/README.md,128,certification,"Specific product/vendor recommendations and legal/audit/certification opinions are a controlling RFQ scope boundary, not a change-control item:"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_scope_change/examples/worksheet.json,54,certification,"""legal, audit, certification, insurance or regulatory opinions"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_scope_change/fixtures/baseline.json,64,certification,"""legal, audit, certification, insurance or regulatory opinions"","
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_scope_change/scope_change.py,23,certification,"certification, insurance or regulatory opinions) is not a change-control"
CG-05,REAL_UNIVERSITY_FINDING,ASSERTION,prose,uiowa_rfq_18649_secure_guidance/README.md,3,the University of Iowa,"Offline assessment kit for the University of Iowa RFQ 18649 preparation work order on guidance usability, reusable secure-development patterns, onboarding, and specialist access."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_security_event_review/assess_security_events.py,5,compliance verdict,"credentials, or turns missing evidence into a security/compliance verdict."
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_security_event_review/assess_security_events.py,306,maturity score,"""- These are counts over the fictional supplied packet, not a maturity score or a performance benchmark."","
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_security_event_review/assess_security_events.py,351,compliance status,"""This tool does not determine compromise, legal/compliance status, control effectiveness, or individual performance."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_security_event_review/examples/event-to-resolution-timeline.md,12,maturity score,"- These are counts over the fictional supplied packet, not a maturity score or a performance benchmark."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_security_event_review/examples/event-to-resolution-timeline.md,96,compliance status,"This tool does not determine compromise, legal/compliance status, control effectiveness, or individual performance."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_security_event_review/interview_worksheet.md,48,maturity score,"No target, peer percentile, or maturity score is supplied by this worksheet."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_security_event_review/interview_worksheet.md,48,percentile,"No target, peer percentile, or maturity score is supplied by this worksheet."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_synthetic_collection/ai/ai_readiness.md,17,certification,They are not a certification checklist and do not assume that AI helps or harms the fictional teams.
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_synthetic_collection/evidence_manifest.json,10,certification,"""compliance or certification conclusion"","
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_synthetic_collection/processes/software_delivery.md,19,maturity score,It is neither a maturity score nor proof of a real organization's operating practice.
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_test_proof_audit/README.md,85,certified,- A lane with zero findings is not certified correct. This checks that
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_test_proof_audit/README.md,89,percentile,"asserts the data payload contains no rank, score, grade, percentile, worst or leaderboard."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_test_proof_audit/findings/audit.md,58,certified,- A lane with zero findings is not certified correct.
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_test_proof_audit/test_testproof.py,241,percentile,"for banned in (""rank"", ""leaderboard"", ""worst"", ""grade"", ""percentile"", ""score""):"
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_test_proof_audit/test_testproof.py,248,percentile,"self.assertNotIn(""percentile"", m)"
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_test_proof_audit/testproof.py,506,certified,"lines.append(""- A lane with zero findings is not certified correct."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_traceability/README.md,365,certification,"No maturity scores, no certification, compliance or peer-percentile claims, no individual performance scoring."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_traceability/README.md,365,percentile,"No maturity scores, no certification, compliance or peer-percentile claims, no individual performance scoring."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_uncertainty_lint/README.md,197,percentile,"No field carries a score, rating, percentile or author — asserted by testnoscoreratingorrankingfieldisemitted."
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_uncertainty_lint/test_lint.py,176,percentile,"# field may carry a score, a rating, a percentile or a per-author"
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_uncertainty_lint/test_lint.py,180,percentile,"for banned in (""score"", ""rating"", ""percentile"", ""rank"", ""grade"","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_unknown_propagation/README.md,186,the University of Iowa,"It says nothing about the University of Iowa, its systems, or any real assessment."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_unknown_propagation/examples/landed-tree-scan.md,185,the University of Iowa,"This output is a screen result, not an assessment, not a finding about the University of Iowa, and not a judgement of any lane or any author."
